"Selector","Fitness","VS Buy Hold (%)","Win/Loss Ratio","# Trades/Day","Strategy","Order Type","Ending Balance ($)","Buy Hold ($)","# Wins","# Losses","Period","Min Periods","# Days","Full Parameters"
"binanceus.ETH-USD",2.0712735628993535,3.5636781449676747,"Infinity",0.071,"trend_ema","taker",516.36588472,498.5974754558204,1,0,"80m",87,14,"module.exports = {""avg_slippage_pct"":0.045,""backtester_generation"":0,""buy_stop_pct"":15,""generations"":10,""markdown_buy_pct"":-0.6426621793375089,""markup_sell_pct"":4.8269475723693755,""max_buy_loss_pct"":0,""max_sell_loss_pct"":0,""max_slippage_pct"":5,""min_periods"":87,""neutral_rate"":""auto"",""order_poll_time"":5000,""order_type"":""taker"",""oversold_rsi"":87,""oversold_rsi_periods"":38,""period"":""80m"",""period_length"":""80m"",""profit_stop_enable_pct"":2,""profit_stop_pct"":17,""quarentine_time"":10,""rsi_periods"":38,""selector"":""binanceus.ETH-USD"",""sell_stop_pct"":0,""show_options"":true,""strategy"":""trend_ema"",""symmetrical"":false,""trend_ema"":23,""net_currency"":9.997272114499935,""start"":""202009192000""}"
"binanceus.ETH-USD",1.0621309786601194,6.2130978660119425,0,0.071,"trend_ema","taker",485.52209785,457.12073897184246,0,1,"17m",50,14,"module.exports = {""avg_slippage_pct"":0.045,""backtester_generation"":3,""buy_stop_pct"":0,""generations"":10,""markdown_buy_pct"":2.0060624203434307,""markup_sell_pct"":-0.05581953094572745,""max_buy_loss_pct"":0,""max_sell_loss_pct"":0,""max_slippage_pct"":5,""min_periods"":50,""neutral_rate"":""auto"",""order_poll_time"":5000,""order_type"":""taker"",""oversold_rsi"":23,""oversold_rsi_periods"":48,""period"":""17m"",""period_length"":""17m"",""profit_stop_enable_pct"":7,""profit_stop_pct"":18,""quarentine_time"":10,""rsi_periods"":48,""selector"":""binanceus.ETH-USD"",""sell_stop_pct"":33,""show_options"":true,""strategy"":""trend_ema"",""symmetrical"":false,""trend_ema"":3,""net_currency"":7.421971780000092,""start"":""202009192000""}"
"binanceus.ETH-USD",1.0621309786601194,6.2130978660119425,0,0.071,"trend_ema","taker",485.52209785,457.12073897184246,0,1,"17m",50,14,"module.exports = {""avg_slippage_pct"":0.045,""backtester_generation"":6,""buy_stop_pct"":0,""generations"":10,""markdown_buy_pct"":2.0060624203434307,""markup_sell_pct"":-0.05581953094572745,""max_buy_loss_pct"":0,""max_sell_loss_pct"":0,""max_slippage_pct"":5,""min_periods"":50,""neutral_rate"":""auto"",""order_poll_time"":5000,""order_type"":""taker"",""oversold_rsi"":23,""oversold_rsi_periods"":48,""period"":""17m"",""period_length"":""17m"",""profit_stop_enable_pct"":0,""profit_stop_pct"":18,""quarentine_time"":10,""rsi_periods"":48,""selector"":""binanceus.ETH-USD"",""sell_stop_pct"":33,""show_options"":true,""strategy"":""trend_ema"",""symmetrical"":false,""trend_ema"":3,""net_currency"":7.421971780000092,""start"":""202009192000""}"
"binanceus.ETH-USD",1.0621309786601194,6.2130978660119425,0,0.071,"trend_ema","taker",485.52209785,457.12073897184246,0,1,"17m",50,14,"module.exports = {""avg_slippage_pct"":0.045,""backtester_generation"":7,""buy_stop_pct"":0,""generations"":10,""markdown_buy_pct"":2.0060624203434307,""markup_sell_pct"":-0.05581953094572745,""max_buy_loss_pct"":0,""max_sell_loss_pct"":0,""max_slippage_pct"":5,""min_periods"":50,""neutral_rate"":""auto"",""order_poll_time"":5000,""order_type"":""taker"",""oversold_rsi"":23,""oversold_rsi_periods"":48,""period"":""17m"",""period_length"":""17m"",""profit_stop_enable_pct"":0,""profit_stop_pct"":18,""quarentine_time"":10,""rsi_periods"":48,""selector"":""binanceus.ETH-USD"",""sell_stop_pct"":0,""show_options"":true,""strategy"":""trend_ema"",""symmetrical"":false,""trend_ema"":3,""net_currency"":7.421971780000092,""start"":""202009192000""}"
"binanceus.ETH-USD",1.022029867274908,2.2029867274907966,0,0.143,"trend_ema","taker",467.19104818,457.12073897184246,0,2,"17m",50,14,"module.exports = {""avg_slippage_pct"":0.045,""backtester_generation"":8,""buy_stop_pct"":0,""generations"":10,""markdown_buy_pct"":-0.43186606259767224,""markup_sell_pct"":-0.10251813638637763,""max_buy_loss_pct"":0,""max_sell_loss_pct"":0,""max_slippage_pct"":5,""min_periods"":50,""neutral_rate"":""auto"",""order_poll_time"":5000,""order_type"":""taker"",""oversold_rsi"":23,""oversold_rsi_periods"":48,""period"":""17m"",""period_length"":""17m"",""profit_stop_enable_pct"":0,""profit_stop_pct"":18,""quarentine_time"":10,""rsi_periods"":48,""selector"":""binanceus.ETH-USD"",""sell_stop_pct"":33,""show_options"":true,""strategy"":""trend_ema"",""symmetrical"":false,""trend_ema"":3,""net_currency"":11.581639218199882,""start"":""202009192000""}"
"binanceus.ETH-USD",1.02126191599659,2.126191599659005,0,0.071,"trend_ema","taker",468.10525065,458.3596463530155,0,1,"17m",87,14,"module.exports = {""avg_slippage_pct"":0.045,""backtester_generation"":1,""buy_stop_pct"":15,""generations"":10,""markdown_buy_pct"":-0.43186606259767224,""markup_sell_pct"":-0.10251813638637763,""max_buy_loss_pct"":0,""max_sell_loss_pct"":0,""max_slippage_pct"":5,""min_periods"":87,""neutral_rate"":""auto"",""order_poll_time"":5000,""order_type"":""taker"",""oversold_rsi"":87,""oversold_rsi_periods"":38,""period"":""17m"",""period_length"":""17m"",""profit_stop_enable_pct"":0,""profit_stop_pct"":17,""quarentine_time"":10,""rsi_periods"":38,""selector"":""binanceus.ETH-USD"",""sell_stop_pct"":0,""show_options"":true,""strategy"":""trend_ema"",""symmetrical"":false,""trend_ema"":23,""net_currency"":8.179268679500012,""start"":""202009192000""}"
"binanceus.ETH-USD",1.006409501995239,0.6409501995239205,0,0.071,"trend_ema","taker",468.33409879,465.35142788448695,0,1,"88m",80,14,"module.exports = {""avg_slippage_pct"":0.045,""backtester_generation"":4,""buy_stop_pct"":17,""generations"":10,""markdown_buy_pct"":0.49845741450504644,""markup_sell_pct"":-0.3025849519981523,""max_buy_loss_pct"":0,""max_sell_loss_pct"":0,""max_slippage_pct"":5,""min_periods"":80,""neutral_rate"":""auto"",""order_poll_time"":5000,""order_type"":""taker"",""oversold_rsi"":36,""oversold_rsi_periods"":49,""period"":""88m"",""period_length"":""88m"",""profit_stop_enable_pct"":0,""profit_stop_pct"":15,""quarentine_time"":10,""rsi_periods"":49,""selector"":""binanceus.ETH-USD"",""sell_stop_pct"":33,""show_options"":true,""strategy"":""trend_ema"",""symmetrical"":false,""trend_ema"":15,""net_currency"":10.191103673600026,""start"":""202009192000""}"
"binanceus.ETH-USD",1.006409501995239,0.6409501995239205,0,0.071,"trend_ema","taker",468.33409879,465.35142788448695,0,1,"88m",80,14,"module.exports = {""avg_slippage_pct"":0.045,""backtester_generation"":5,""buy_stop_pct"":17,""generations"":10,""markdown_buy_pct"":0.49845741450504644,""markup_sell_pct"":1.9500512642765893,""max_buy_loss_pct"":0,""max_sell_loss_pct"":0,""max_slippage_pct"":5,""min_periods"":80,""neutral_rate"":""auto"",""order_poll_time"":5000,""order_type"":""taker"",""oversold_rsi"":94,""oversold_rsi_periods"":49,""period"":""88m"",""period_length"":""88m"",""profit_stop_enable_pct"":0,""profit_stop_pct"":15,""quarentine_time"":10,""rsi_periods"":49,""selector"":""binanceus.ETH-USD"",""sell_stop_pct"":33,""show_options"":true,""strategy"":""trend_ema"",""symmetrical"":false,""trend_ema"":15,""net_currency"":10.191103673600026,""start"":""202009192000""}"
"binanceus.ETH-USD",1.003212200313529,0.3212200313529112,0,0.071,"trend_ema","taker",468.30997222,466.8104834387394,0,1,"91m",23,14,"module.exports = {""avg_slippage_pct"":0.045,""backtester_generation"":9,""buy_stop_pct"":0,""generations"":10,""markdown_buy_pct"":-0.6769104284357366,""markup_sell_pct"":3.1275702851049054,""max_buy_loss_pct"":0,""max_sell_loss_pct"":0,""max_slippage_pct"":5,""min_periods"":23,""neutral_rate"":""auto"",""order_poll_time"":5000,""order_type"":""taker"",""oversold_rsi"":66,""oversold_rsi_periods"":38,""period"":""91m"",""period_length"":""91m"",""profit_stop_enable_pct"":17,""profit_stop_pct"":9,""quarentine_time"":10,""rsi_periods"":38,""selector"":""binanceus.ETH-USD"",""sell_stop_pct"":0,""show_options"":true,""strategy"":""trend_ema"",""symmetrical"":false,""trend_ema"":16,""net_currency"":10.8748672695001,""start"":""202009192000""}"
"binanceus.ETH-USD",1.0030296682475455,0.3029668247545502,0,0.071,"trend_ema","taker",458.50566316,457.12073897184246,0,1,"17m",81,14,"module.exports = {""avg_slippage_pct"":0.045,""backtester_generation"":2,""buy_stop_pct"":0,""generations"":10,""markdown_buy_pct"":-0.43186606259767224,""markup_sell_pct"":1.9148077268855954,""max_buy_loss_pct"":0,""max_sell_loss_pct"":0,""max_slippage_pct"":5,""min_periods"":81,""neutral_rate"":""auto"",""order_poll_time"":5000,""order_type"":""taker"",""oversold_rsi"":99,""oversold_rsi_periods"":48,""period"":""17m"",""period_length"":""17m"",""profit_stop_enable_pct"":7,""profit_stop_pct"":18,""quarentine_time"":10,""rsi_periods"":48,""selector"":""binanceus.ETH-USD"",""sell_stop_pct"":10,""show_options"":true,""strategy"":""trend_ema"",""symmetrical"":false,""trend_ema"":3,""net_currency"":8.573182143999986,""start"":""202009192000""}"
